Age,Gender,BusinessTravel,Job Function,Distance Between Company and Home (KM),"Education (1 is lowest, 5 is highest)","Job Satisfaction (1 is lowest, 4 is highest)",MaritalStatus,Salary ($),"Performance Rating (1 is lowest, 4 is highest)","Work Life Balance (1 is worst, 4 is best)",Length of Service (Years),Resign Status
28,Male,Non-Travel,Research & Development,16,3,3,Single,2144,3,2,5,No
31,Male,Non-Travel,Research & Development,3,2,1,Divorced,3065,3,4,4,No
36,Male,Non-Travel,Research & Development,9,4,2,Married,2810,4,3,5,No
34,Male,Travel_Rarely,Sales,1,3,4,Single,9888,4,2,14,No
34,Male,Travel_Rarely,Sales,13,4,3,Divorced,8628,3,2,8,No
26,Male,Travel_Rarely,Research & Development,1,3,1,Single,2867,3,2,7,No
29,Male,Travel_Rarely,Research & Development,1,3,1,Married,5373,3,2,5,No
32,Female,Non-Travel,Research & Development,15,4,4,Divorced,6667,3,3,5,No
31,Male,Travel_Frequently,Research & Development,1,3,1,Married,5003,4,3,10,No
28,Male,Travel_Rarely,Research & Development,17,3,4,Divorced,2367,3,2,4,Yes
38,Male,Travel_Rarely,Sales,1,3,1,Single,2858,3,2,1,No
35,Female,Travel_Rarely,Sales,7,4,4,Married,5204,3,3,10,No
27,Male,Travel_Rarely,Sales,9,3,4,Single,4105,3,3,7,No
32,Male,Travel_Rarely,Research & Development,5,4,4,Single,9679,4,3,1,No
31,Male,Travel_Frequently,Sales,26,4,4,Married,5617,3,3,10,Yes
53,Male,Travel_Rarely,Sales,24,4,1,Single,10448,3,2,2,Yes
54,Female,Travel_Rarely,Research & Development,9,2,3,Married,2897,3,2,4,No
33,Male,Travel_Frequently,Research & Development,7,2,3,Divorced,5968,4,3,9,No
43,Male,Travel_Rarely,Research & Development,11,3,3,Married,7510,3,3,10,No
38,Male,Travel_Frequently,Human Resources,1,4,2,Married,2991,3,3,6,No
55,Male,Travel_Rarely,Human Resources,26,4,2,Married,19636,3,3,10,No
31,Female,Travel_Rarely,Research & Development,2,1,4,Divorced,1129,3,3,1,No
39,Male,Travel_Rarely,Sales,15,4,1,Single,13341,3,3,20,No
42,Male,Non-Travel,Research & Development,23,2,3,Single,4332,3,3,20,No
31,Female,Non-Travel,Research & Development,10,3,3,Married,11031,4,4,11,No
54,Female,Travel_Rarely,Research & Development,10,3,1,Single,4440,3,3,5,No
24,Male,Travel_Rarely,Research & Development,1,2,3,Single,4617,3,2,4,No
23,Male,Travel_Rarely,Research & Development,12,2,4,Single,2647,3,4,5,No
40,Female,Travel_Frequently,Research & Development,11,3,3,Married,6323,3,4,10,No
40,Female,Travel_Rarely,Sales,2,2,2,Married,5677,3,3,11,No
25,Female,Travel_Rarely,Human Resources,2,3,2,Married,2187,3,3,2,No
30,Male,Travel_Rarely,Research & Development,1,2,2,Married,3748,3,2,12,No
25,Male,Travel_Rarely,Research & Development,2,1,3,Divorced,3977,3,2,2,No
47,Male,Travel_Rarely,Research & Development,25,3,3,Single,8633,4,3,17,No
33,Male,Non-Travel,Research & Development,1,2,3,Divorced,2008,3,2,1,No
38,Male,Travel_Rarely,Sales,1,4,2,Married,4440,3,3,15,No
31,Male,Travel_Rarely,Sales,2,2,3,Married,3067,3,3,2,No
38,Male,Travel_Frequently,Research & Development,6,4,3,Married,5321,3,3,8,No
42,Male,Travel_Rarely,Research & Development,18,4,1,Divorced,5410,3,2,4,No
41,Male,Travel_Rarely,Research & Development,1,3,4,Married,2782,4,3,5,No
47,Female,Non-Travel,Research & Development,1,1,2,Married,11957,3,1,13,No
35,Male,Travel_Rarely,Research & Development,11,4,3,Married,2660,3,3,2,No
22,Male,Travel_Rarely,Research & Development,1,2,3,Single,3375,3,4,3,No
35,Male,Travel_Rarely,Research & Development,9,4,3,Single,5098,3,3,10,No
33,Female,Travel_Rarely,Research & Development,15,2,4,Married,4878,3,3,9,No
32,Female,Travel_Rarely,Research & Development,29,4,2,Single,2837,3,3,6,No
40,Male,Travel_Rarely,Research & Development,1,4,4,Married,2406,3,2,1,No
32,Male,Travel_Rarely,Sales,1,4,2,Married,2269,3,3,2,No
39,Male,Travel_Rarely,Research & Development,24,1,4,Single,4108,3,3,7,No
38,Female,Travel_Rarely,Research & Development,10,3,3,Married,13206,3,3,18,No
32,Female,Travel_Rarely,Sales,1,4,4,Married,10422,3,3,14,No
37,Female,Travel_Rarely,Research & Development,10,3,4,Married,13744,4,3,16,No
25,Female,Travel_Rarely,Sales,8,2,3,Divorced,4907,4,2,5,No
52,Male,Non-Travel,Sales,29,4,4,Divorced,3482,3,2,9,No
44,Male,Travel_Rarely,Research & Development,1,3,4,Single,2436,3,3,4,No
21,Male,Travel_Rarely,Sales,5,1,1,Single,2380,3,3,2,No
39,Male,Non-Travel,Research & Development,9,3,4,Single,19431,3,2,6,No
23,Male,Travel_Frequently,Sales,9,3,1,Married,1790,3,2,1,Yes
36,Female,Travel_Rarely,Sales,3,3,4,Married,7644,3,3,9,No
36,Female,Travel_Frequently,Research & Development,4,2,2,Divorced,5131,3,3,4,No
56,Male,Non-Travel,Research & Development,1,4,3,Divorced,6306,4,2,13,No
29,Male,Travel_Rarely,Research & Development,1,4,4,Married,4787,3,4,2,Yes
42,Male,Travel_Rarely,Research & Development,2,3,3,Married,18880,3,2,22,No
56,Male,Travel_Rarely,Research & Development,7,2,3,Married,2339,3,1,10,Yes
41,Female,Travel_Rarely,Research & Development,28,4,2,Married,13570,4,3,20,No
34,Female,Travel_Rarely,Sales,28,3,3,Married,6712,4,3,8,No
36,Male,Non-Travel,Sales,15,4,4,Divorced,5406,4,2,15,No
41,Male,Travel_Rarely,Sales,3,3,2,Divorced,8938,3,3,5,No
32,Male,Travel_Rarely,Research & Development,2,3,1,Single,2439,3,3,4,No
35,Female,Travel_Rarely,Human Resources,26,4,4,Single,8837,3,3,9,No
38,Female,Travel_Rarely,Sales,10,2,4,Married,5343,3,3,10,No
50,Male,Travel_Frequently,Sales,1,4,3,Divorced,6728,3,3,6,Yes
36,Female,Travel_Rarely,Sales,11,4,4,Married,6652,3,2,6,No
45,Female,Travel_Rarely,Sales,20,3,3,Single,4850,3,3,5,No
40,Male,Travel_Rarely,Research & Development,2,4,3,Single,2809,3,3,2,No
35,Male,Travel_Frequently,Research & Development,18,4,3,Married,5689,3,4,10,No
40,Female,Travel_Rarely,Research & Development,2,4,3,Married,2001,3,3,5,No
35,Female,Travel_Rarely,Research & Development,1,4,4,Married,2977,3,3,4,No
29,Male,Travel_Rarely,Research & Development,13,2,2,Married,4025,3,3,4,No
29,Female,Travel_Rarely,Research & Development,28,4,1,Single,3785,3,1,5,No
50,Male,Travel_Rarely,Sales,28,3,1,Divorced,10854,3,3,3,Yes
39,Female,Travel_Rarely,Sales,24,1,4,Married,12031,3,2,20,No
31,Male,Non-Travel,Research & Development,5,3,1,Single,9936,3,3,9,No
26,Female,Travel_Rarely,Sales,5,3,3,Single,2966,3,3,4,No
36,Male,Travel_Frequently,Research & Development,23,2,4,Married,2571,3,3,5,No
39,Male,Travel_Rarely,Research & Development,6,1,1,Married,9991,3,3,7,No
27,Male,Travel_Rarely,Research & Development,4,3,2,Married,6142,4,3,6,No
49,Male,Travel_Frequently,Sales,2,3,2,Married,5390,3,2,9,No
34,Male,Travel_Rarely,Research & Development,8,3,3,Married,4404,3,4,4,No
